,0,1,2
0,0.9858774621677366,0.01285783166420634,0.0012647061680570437
1,0.9908134515942699,0.00851458820946011,0.0006719601962700052
2,0.9882230251071569,0.01138217358468357,0.000394801308159406
3,0.9659778587839267,0.031938966538592566,0.002083174677480872
4,0.9741375407151742,0.02391581610057229,0.0019466431842534134
5,0.9794396854191274,0.015118090083761743,0.0054422244971107266
6,0.9727415013056468,0.026318796701687356,0.0009397019926658909
7,0.9830806250574855,0.016582414121943372,0.00033696082057110404
8,0.9721709926443618,0.02692949563536302,0.0008995117202752864
9,0.9782400922615241,0.020813131388355367,0.0009467763501204746
10,0.9709183460674004,0.028603058706065363,0.00047859522653431757
11,0.9371270702783749,0.06095753804966099,0.0019153916719640627
12,0.948259624898952,0.048605608703433896,0.003134766397614251
13,0.9897243442463893,0.008918671168441458,0.001356984585169301
14,0.935345934652289,0.050314296628847344,0.014339768718863576
15,0.9704488837886863,0.02262217268623702,0.006928943525076768
16,0.952063747322127,0.04751841948527326,0.0004178331925998719
17,0.9550864881402628,0.04418078579093018,0.0007327260688072381
18,0.8939151643361345,0.09507269058204254,0.011012145081823022
19,0.9554198026410704,0.0408107780125233,0.0037694193464062986
20,0.9570828712209605,0.039860087701957904,0.003057041077081628
21,0.39802885455288756,0.6006423869914725,0.0013287584556399919
22,0.9877278150699969,0.011748697791478833,0.0005234871385243211
23,0.9546070602965993,0.044736983403540105,0.0006559562998606244
24,0.9851975894682701,0.012636598331573037,0.002165812200156879
25,0.8690413293971496,0.12633923511080583,0.004619435492044619
26,0.9649612296800827,0.032108279108695875,0.002930491211221569
27,0.9900215133098232,0.008342656233444096,0.0016358304567327577
28,0.951390871161168,0.02572195877484688,0.02288717006398513
29,0.993451252449035,0.005975577036583207,0.0005731705143819553
30,0.9636840398044753,0.03584542532682221,0.00047053486870261905
31,0.9915962315016988,0.006867989265435339,0.0015357792328659092
32,0.9780507601697143,0.021330606779353133,0.0006186330509326855
33,0.9584589555068093,0.03830294793197723,0.003238096561213453
34,0.9302063191963625,0.06708820371571565,0.0027054770879218052
35,0.9828743713118032,0.016872312194816642,0.0002533164933801476
36,0.8830491800358663,0.10191454541794905,0.015036274546184713
37,0.9667880400404835,0.03271475330712885,0.0004972066523876154
38,0.9886534685875834,0.010729944929469071,0.0006165864829475688
39,0.9472119763986716,0.05140939314166033,0.0013786304596680784
40,0.9658976506578452,0.033473883302553596,0.0006284660396010687
41,0.961652505107405,0.034792457100649175,0.0035550377919459307
42,0.9848374803024444,0.014592485989882158,0.0005700337076734157
43,0.8219279418153144,0.16891760505889075,0.009154453125794843
44,0.9887372975993534,0.010244792909179975,0.0010179094914665979
45,0.9425913728184201,0.056915634172480904,0.0004929930090989961
46,0.9389354812210531,0.0585074248349432,0.002557093944003576
47,0.9493925245852666,0.04911020286507273,0.001497272549660623
48,0.9534347469786083,0.04408171037467808,0.002483542646713697
49,0.8938692164725698,0.0979042362116968,0.008226547315733494
50,0.9771584452357225,0.021669812485873966,0.0011717422784034166
51,0.9389410102429232,0.05554820856642241,0.00551078119065444
52,0.9744208576302145,0.02492234881841641,0.0006567935513690689
53,0.9690704116694195,0.010934339845559759,0.019995248485020867
54,0.984015512244965,0.012994908434852468,0.0029895793201826404
55,0.9604417842161721,0.03263160333982257,0.0069266124440054
56,0.9769879592704647,0.02184399886994386,0.001168041859591523
57,0.9716981468356946,0.026388294258203913,0.0019135589061016459
58,0.9737848425118845,0.024644081704685575,0.001571075783430132
59,0.9718402584474956,0.027701767266403395,0.0004579742861011335
60,0.9777330357375892,0.02119224370354619,0.001074720558864652
61,0.9827065282636647,0.016652458281177014,0.0006410134551583641
62,0.9803265458313297,0.019195641619158658,0.000477812549511591
63,0.9663633326025748,0.03305653971550986,0.0005801276819155009
64,0.9739024987928753,0.01889291438065784,0.007204586826466832
65,0.9429836394687046,0.05669956559652534,0.0003167949347702926
66,0.9683512150199536,0.025075414500304108,0.006573370479742245
67,0.9623341765870497,0.025979292003408885,0.011686531409541276
68,0.9652223150483848,0.013619237739057051,0.021158447212558253
69,0.9802038332980835,0.019516167986526597,0.00027999871538983347
70,0.9597201314990684,0.03919828623460608,0.0010815822663254727
71,0.9730743361049373,0.02355012594141856,0.0033755379536440353
72,0.9750272449244132,0.022237900439879877,0.0027348546357069286
73,0.22015935071865408,0.014477449176303222,0.7653632001050428
74,0.9834203730413993,0.01629655824122095,0.00028306871737973367
75,0.9589201320216805,0.040406197041225285,0.0006736709370941078
76,0.9534876701831307,0.045967946357398745,0.0005443834594703309
77,0.9651958252345915,0.034232465555332985,0.00057170921007542
78,0.9713288865129532,0.025822332600577792,0.0028487808864688575
79,0.9797457798252273,0.017473738947119007,0.0027804812276536754
80,0.9076669701665491,0.08963609325147588,0.0026969365819750715
81,0.9782381931216253,0.02064636488154548,0.0011154419968292986
82,0.9853403585797291,0.013916548791992441,0.0007430926282783858
83,0.9674092145448502,0.019745741849386336,0.012845043605763475
84,0.9603362537667363,0.039257428200084835,0.0004063180331790856
85,0.978189480624878,0.020989820212030545,0.0008206991630915
86,0.980158432895097,0.018863681916194905,0.0009778851887080533
87,0.9867777648238222,0.012247679040790696,0.000974556135387127
88,0.9849953940412352,0.012177441949463418,0.0028271640093014668
89,0.9131122519701692,0.08522523144764449,0.0016625165821862456
90,0.9498422619913542,0.049817565043065774,0.0003401729655800525
91,0.9809945535137348,0.018397610758101035,0.0006078357281641539
92,0.9922993166699267,0.0071623097767093405,0.0005383735533640923
93,0.9644483702641635,0.034088892479176944,0.0014627372566597188
94,0.9493944828204041,0.05033551593168181,0.0002700012479140413
95,0.9538126115093478,0.045571886773283894,0.0006155017173682597
96,0.9615316048894985,0.037825860670134534,0.0006425344403670572
97,0.9729442919338772,0.0182400973580686,0.008815610708054207
98,0.975236886582812,0.02432838452660377,0.00043472889058433886
99,0.8953716192237839,0.10404887615314258,0.0005795046230734874
100,0.9771188858782642,0.01967613919582056,0.0032049749259151165
101,0.9526766624905552,0.04011441109090985,0.007208926418534928
